OpenROAD 26Q2-254-g61932e897 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
openroad> read_db physical/results/padframe/route/floorplan.odb
openroad> connect_by_abutment
[ERROR PAD-0002] IO_CORNER_NORTH_WEST_INST/DVDD (VDD) and IO_FILL_N_0355/DVSS (VSS) are touching, but are connected to different nets
PAD-0002
while evaluating connect_by_abutment
openroad> check_power_grid -net VDD -error_file physical/results/padframe/pdn_trials/oriented_abutment/vdd_errors.rpt
[WARNING PSM-0038] Unconnected shape on net VDD at (375.200um, 503.550um) - (376.565um, 504.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 874.260um) - (559.730um, 879.660um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 884.340um) - (559.730um, 889.740um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 886.590um) - (559.110um, 887.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 896.670um) - (559.110um, 897.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 894.420um) - (559.730um, 899.820um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 906.750um) - (559.110um, 907.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 904.500um) - (559.730um, 909.900um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 916.830um) - (559.110um, 917.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 914.580um) - (559.730um, 919.980um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 924.660um) - (559.730um, 930.060um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 926.910um) - (559.110um, 927.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 936.990um) - (559.110um, 937.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 934.740um) - (559.730um, 940.140um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 944.820um) - (559.730um, 950.220um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 947.070um) - (559.110um, 947.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 957.150um) - (559.110um, 958.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 954.900um) - (559.730um, 960.300um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 967.230um) - (559.110um, 968.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 964.980um) - (559.730um, 970.380um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 977.310um) - (559.110um, 978.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 975.060um) - (559.730um, 980.460um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 987.390um) - (559.110um, 988.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 985.140um) - (559.730um, 990.540um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 997.470um) - (559.110um, 998.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 995.220um) - (559.730um, 1000.620um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1007.550um) - (559.110um, 1008.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1005.300um) - (559.730um, 1010.700um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1017.630um) - (559.110um, 1018.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1015.380um) - (559.730um, 1020.780um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1027.710um) - (559.110um, 1028.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1025.460um) - (559.730um, 1030.860um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1035.540um) - (559.730um, 1040.940um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1037.790um) - (559.110um, 1038.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1047.870um) - (559.110um, 1048.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1045.620um) - (559.730um, 1051.020um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1057.950um) - (559.110um, 1058.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1055.700um) - (559.730um, 1061.100um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1068.030um) - (559.110um, 1068.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1065.780um) - (559.730um, 1071.180um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1078.110um) - (559.110um, 1079.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1075.860um) - (559.730um, 1081.260um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1085.940um) - (559.730um, 1091.340um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1088.190um) - (559.110um, 1089.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1096.020um) - (559.730um, 1101.420um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1098.270um) - (559.110um, 1099.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1108.350um) - (559.110um, 1109.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1106.100um) - (559.730um, 1111.500um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1118.430um) - (559.110um, 1119.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1116.180um) - (559.730um, 1121.580um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1128.510um) - (559.110um, 1129.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1126.260um) - (559.730um, 1131.660um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1138.590um) - (559.110um, 1139.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1136.340um) - (559.730um, 1141.740um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1146.420um) - (559.730um, 1151.820um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1148.670um) - (559.110um, 1149.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1156.500um) - (559.730um, 1161.900um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1158.750um) - (559.110um, 1159.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1166.580um) - (559.730um, 1171.980um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1168.830um) - (559.110um, 1169.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1176.660um) - (559.730um, 1182.060um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1178.910um) - (559.110um, 1179.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1188.990um) - (559.110um, 1189.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1186.740um) - (559.730um, 1192.140um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1199.070um) - (559.110um, 1199.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1196.820um) - (559.730um, 1202.220um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1209.150um) - (559.110um, 1210.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1206.900um) - (559.730um, 1212.300um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1219.230um) - (559.110um, 1220.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1216.980um) - (559.730um, 1222.380um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1227.060um) - (559.730um, 1232.460um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1229.310um) - (559.110um, 1230.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1237.140um) - (559.730um, 1242.540um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1239.390um) - (559.110um, 1240.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1249.470um) - (559.110um, 1250.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1247.220um) - (559.730um, 1252.620um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1257.300um) - (559.730um, 1262.700um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1259.550um) - (559.110um, 1260.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1269.630um) - (559.110um, 1270.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1267.380um) - (559.730um, 1272.780um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1279.710um) - (559.110um, 1280.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1277.460um) - (559.730um, 1282.860um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1289.790um) - (559.110um, 1290.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1287.540um) - (559.730um, 1292.940um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1299.870um) - (559.110um, 1300.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1297.620um) - (559.730um, 1303.020um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1307.700um) - (559.730um, 1313.100um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1309.950um) - (559.110um, 1310.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1317.780um) - (559.730um, 1323.180um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1320.030um) - (559.110um, 1320.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1330.110um) - (559.110um, 1331.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1327.860um) - (559.730um, 1333.260um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1340.190um) - (559.110um, 1341.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1337.940um) - (559.730um, 1343.340um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1350.270um) - (559.110um, 1351.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1348.020um) - (559.730um, 1353.420um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1360.350um) - (559.110um, 1361.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1358.100um) - (559.730um, 1363.500um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1368.180um) - (559.730um, 1373.580um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1370.430um) - (559.110um, 1371.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1380.510um) - (559.110um, 1381.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1378.260um) - (559.730um, 1383.660um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1390.590um) - (559.110um, 1391.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1388.340um) - (559.730um, 1393.740um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1400.670um) - (559.110um, 1401.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1398.420um) - (559.730um, 1403.820um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1408.500um) - (559.730um, 1413.900um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1410.750um) - (559.110um, 1411.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1418.580um) - (559.730um, 1423.980um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1420.830um) - (559.110um, 1421.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1430.910um) - (559.110um, 1431.810um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1428.660um) - (559.730um, 1434.060um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1438.740um) - (559.730um, 1444.140um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1440.990um) - (559.110um, 1441.890um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1448.820um) - (559.730um, 1454.220um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1451.070um) - (559.110um, 1451.970um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1461.150um) - (559.110um, 1462.050um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1458.900um) - (559.730um, 1464.300um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1468.980um) - (559.730um, 1474.380um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1471.230um) - (559.110um, 1472.130um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1481.310um) - (559.110um, 1482.210um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1479.060um) - (559.730um, 1484.460um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1489.140um) - (559.730um, 1494.540um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1491.390um) - (559.110um, 1492.290um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1501.470um) - (559.110um, 1502.370um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1499.220um) - (559.730um, 1504.620um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1511.550um) - (559.110um, 1512.450um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1509.300um) - (559.730um, 1514.700um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1521.630um) - (559.110um, 1522.530um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1519.380um) - (559.730um, 1524.780um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1531.710um) - (559.110um, 1532.610um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1529.460um) - (559.730um, 1534.860um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1541.790um) - (559.110um, 1542.690um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1539.540um) - (559.730um, 1544.940um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1551.870um) - (559.110um, 1552.770um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1549.620um) - (559.730um, 1555.020um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1561.950um) - (559.110um, 1562.850um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1559.700um) - (559.730um, 1565.100um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1572.030um) - (559.110um, 1572.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1569.780um) - (559.730um, 1575.180um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1582.110um) - (559.110um, 1583.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1579.860um) - (559.730um, 1585.260um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1592.190um) - (559.110um, 1593.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1589.940um) - (559.730um, 1595.340um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1602.270um) - (559.110um, 1603.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1600.020um) - (559.730um, 1605.420um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1612.350um) - (559.110um, 1613.250um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1610.100um) - (559.730um, 1615.500um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1622.430um) - (559.110um, 1623.330um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1620.180um) - (559.730um, 1625.580um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1630.260um) - (559.730um, 1635.660um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1632.510um) - (559.110um, 1633.410um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1642.590um) - (559.110um, 1643.490um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1640.340um) - (559.730um, 1645.740um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1652.670um) - (559.110um, 1653.570um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1650.420um) - (559.730um, 1655.820um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1662.750um) - (559.110um, 1663.650um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1660.500um) - (559.730um, 1665.900um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.110um, 1670.580um) - (559.730um, 1673.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (558.880um, 1672.830um) - (559.110um, 1673.730um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.730um, 564.030um) - (560.000um, 564.930um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.730um, 574.110um) - (560.000um, 575.010um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.730um, 584.190um) - (560.000um, 585.090um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.730um, 594.270um) - (560.000um, 595.170um), layer: Metal1.
[WARNING PSM-0038] Unconnected shape on net VDD at (559.730um, 604.350um) - (560.000um, 605.250um), layer: Metal1.
